entity_type,canonical_label,ontology,code,ontology_label
Symptom,"hematoma, subdural, intracranial",MeSH,D046648,"Hematoma, Subdural, Intracranial"
Symptom,"hematoma, subdural, spinal",MeSH,D046649,"Hematoma, Subdural, Spinal"
Symptom,hematuria,MeSH,D006417,Hematuria
Symptom,hemianopsia,MeSH,D006423,Hemianopsia
Symptom,hemifacial spasm,MeSH,D019569,Hemifacial Spasm
Symptom,hemiplegia,MeSH,D006429,Hemiplegia
Symptom,hemobilia,MeSH,D006431,Hemobilia
Symptom,hemoglobinuria,MeSH,D006456,Hemoglobinuria
Symptom,hemolysis,MeSH,D006461,Hemolysis
Symptom,hemoperitoneum,MeSH,D006465,Hemoperitoneum
Symptom,hemopneumothorax,MeSH,D006468,Hemopneumothorax
Symptom,hemoptysis,MeSH,D006469,Hemoptysis
Symptom,hemorrhage,MeSH,D006470,Hemorrhage
Symptom,hemorrhagic septicemia,MeSH,D006483,Hemorrhagic Septicemia
Symptom,"hemorrhagic septicemia, viral",MeSH,D031941,"Hemorrhagic Septicemia, Viral"
Symptom,hemothorax,MeSH,D006491,Hemothorax
Symptom,hepatic infarction,MeSH,D000081011,Hepatic Infarction
Symptom,"hepatitis b, chronic",MeSH,D019694,"Hepatitis B, Chronic"
Symptom,"hepatitis c, chronic",MeSH,D019698,"Hepatitis C, Chronic"
Symptom,"hepatitis d, chronic",MeSH,D019701,"Hepatitis D, Chronic"
Symptom,"hepatitis, chronic",MeSH,D006521,"Hepatitis, Chronic"
Symptom,hepatomegaly,MeSH,D006529,Hepatomegaly
Symptom,hernia,MeSH,D006547,Hernia
Symptom,"hernia, abdominal",MeSH,D046449,"Hernia, Abdominal"
Symptom,"hernia, diaphragmatic",MeSH,D006548,"Hernia, Diaphragmatic"
Symptom,"hernia, diaphragmatic, traumatic",MeSH,D006549,"Hernia, Diaphragmatic, Traumatic"
Symptom,"hernia, femoral",MeSH,D006550,"Hernia, Femoral"
Symptom,"hernia, hiatal",MeSH,D006551,"Hernia, Hiatal"
Symptom,"hernia, inguinal",MeSH,D006552,"Hernia, Inguinal"
Symptom,"hernia, obturator",MeSH,D006553,"Hernia, Obturator"
Symptom,"hernia, umbilical",MeSH,D006554,"Hernia, Umbilical"
Symptom,"hernia, ventral",MeSH,D006555,"Hernia, Ventral"
Symptom,"hernias, diaphragmatic, congenital",MeSH,D065630,"Hernias, Diaphragmatic, Congenital"
Symptom,hiccup,MeSH,D006606,Hiccup
Symptom,hirsutism,MeSH,D006628,Hirsutism
Symptom,hoarseness,MeSH,D006685,Hoarseness
Symptom,horner syndrome,MeSH,D006732,Horner Syndrome
Symptom,hot flashes,MeSH,D019584,Hot Flashes
Symptom,hydrops fetalis,MeSH,D015160,Hydrops Fetalis
Symptom,hyperacusis,MeSH,D012001,Hyperacusis
Symptom,hyperalgesia,MeSH,D006930,Hyperalgesia
Symptom,hyperammonemia,MeSH,D022124,Hyperammonemia
Symptom,hyperamylasemia,MeSH,D034321,Hyperamylasemia
Symptom,hyperbilirubinemia,MeSH,D006932,Hyperbilirubinemia
Symptom,"hyperbilirubinemia, neonatal",MeSH,D051556,"Hyperbilirubinemia, Neonatal"
Symptom,hypercalciuria,MeSH,D053565,Hypercalciuria
Symptom,hypercapnia,MeSH,D006935,Hypercapnia
Symptom,hyperemesis gravidarum,MeSH,D006939,Hyperemesis Gravidarum
Symptom,hyperesthesia,MeSH,D006941,Hyperesthesia
Symptom,hypergammaglobulinemia,MeSH,D006942,Hypergammaglobulinemia
Symptom,hyperkinesis,MeSH,D006948,Hyperkinesis
Symptom,hyperlactatemia,MeSH,D065906,Hyperlactatemia
Symptom,hyperoxia,MeSH,D018496,Hyperoxia
Symptom,hyperphagia,MeSH,D006963,Hyperphagia
Symptom,hyperplasia,MeSH,D006965,Hyperplasia
Symptom,hyperthermia,MeSH,D000084462,Hyperthermia
Symptom,hypertriglyceridemic waist,MeSH,D064250,Hypertriglyceridemic Waist
Symptom,hypertrophy,MeSH,D006984,Hypertrophy
Symptom,"hypertrophy, left ventricular",MeSH,D017379,"Hypertrophy, Left Ventricular"
Symptom,"hypertrophy, right ventricular",MeSH,D017380,"Hypertrophy, Right Ventricular"
Symptom,hyperuricemia,MeSH,D033461,Hyperuricemia
Symptom,hyperventilation,MeSH,D006985,Hyperventilation
Symptom,hypesthesia,MeSH,D006987,Hypesthesia
Symptom,hyphema,MeSH,D006988,Hyphema
Symptom,hypocapnia,MeSH,D016857,Hypocapnia
Symptom,hypokinesia,MeSH,D018476,Hypokinesia
Symptom,hypothermia,MeSH,D007035,Hypothermia
Symptom,hypoventilation,MeSH,D007040,Hypoventilation
Symptom,hypovolemia,MeSH,D020896,Hypovolemia
Symptom,hypoxia,MeSH,D000860,Hypoxia
Symptom,"hypoxia, brain",MeSH,D002534,"Hypoxia, Brain"
Symptom,"hypoxia-ischemia, brain",MeSH,D020925,"Hypoxia-Ischemia, Brain"
Symptom,iatrogenic disease,MeSH,D007049,Iatrogenic Disease
Symptom,iga vasculitis,MeSH,D011695,IgA Vasculitis
Symptom,illusions,MeSH,D007088,Illusions
Symptom,implant capsular contracture,MeSH,D057910,Implant Capsular Contracture
Symptom,incisional hernia,MeSH,D000069290,Incisional Hernia
Symptom,infant death,MeSH,D066088,Infant Death
Symptom,infarction,MeSH,D007238,Infarction
Symptom,"infarction, anterior cerebral artery",MeSH,D020243,"Infarction, Anterior Cerebral Artery"
Symptom,"infarction, middle cerebral artery",MeSH,D020244,"Infarction, Middle Cerebral Artery"
Symptom,"infarction, posterior cerebral artery",MeSH,D020762,"Infarction, Posterior Cerebral Artery"
Symptom,inferior wall myocardial infarction,MeSH,D056989,Inferior Wall Myocardial Infarction
Symptom,inflammation,MeSH,D007249,Inflammation
Symptom,injection site reaction,MeSH,D000075662,Injection Site Reaction
Symptom,intellectual disability,MeSH,D008607,Intellectual Disability
Symptom,interatrial block,MeSH,D000074021,Interatrial Block
Symptom,intermittent claudication,MeSH,D007383,Intermittent Claudication
Symptom,internal hernia,MeSH,D000082122,Internal Hernia
Symptom,intervertebral disc displacement,MeSH,D007405,Intervertebral Disc Displacement
Symptom,intestinal fistula,MeSH,D007412,Intestinal Fistula
Symptom,intestinal polyps,MeSH,D007417,Intestinal Polyps
Symptom,intestinal volvulus,MeSH,D045822,Intestinal Volvulus
Symptom,intracranial hemorrhages,MeSH,D020300,Intracranial Hemorrhages
Symptom,intractable pain,MeSH,D010148,Intractable Pain
Symptom,intraoperative awareness,MeSH,D058926,Intraoperative Awareness
Symptom,intraoperative complications,MeSH,D007431,Intraoperative Complications
Symptom,ischemia,MeSH,D007511,Ischemia
Symptom,isochromosomes,MeSH,D018404,Isochromosomes
Symptom,"jaundice, chronic idiopathic",MeSH,D007566,"Jaundice, Chronic Idiopathic"
Symptom,"jaundice, neonatal",MeSH,D007567,"Jaundice, Neonatal"
Symptom,"jaundice, obstructive",MeSH,D041781,"Jaundice, Obstructive"
Symptom,jet lag syndrome,MeSH,D020179,Jet Lag Syndrome
Symptom,karoshi death,MeSH,D065907,Karoshi Death
Symptom,kearns-sayre syndrome,MeSH,D007625,Kearns-Sayre Syndrome
Symptom,keloid,MeSH,D007627,Keloid
Symptom,kernicterus,MeSH,D007647,Kernicterus
Symptom,kidney calculi,MeSH,D007669,Kidney Calculi
Symptom,"kidney failure, chronic",MeSH,D007676,"Kidney Failure, Chronic"
Symptom,korsakoff syndrome,MeSH,D020915,Korsakoff Syndrome
Symptom,labor pain,MeSH,D048949,Labor Pain
Symptom,language development disorders,MeSH,D007805,Language Development Disorders
Symptom,language disorders,MeSH,D007806,Language Disorders
Symptom,late onset disorders,MeSH,D000067562,Late Onset Disorders
Symptom,lateral medullary syndrome,MeSH,D014854,Lateral Medullary Syndrome
Symptom,learning disabilities,MeSH,D007859,Learning Disabilities
Symptom,leg length inequality,MeSH,D007870,Leg Length Inequality
Symptom,lethargy,MeSH,D053609,Lethargy
Symptom,"leukemia, lymphocytic, chronic, b-cell",MeSH,D015451,"Leukemia, Lymphocytic, Chronic, B-Cell"
Symptom,"leukemia, myelogenous, chronic, bcr-abl positive",MeSH,D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
Symptom,"leukemia, myeloid, accelerated phase",MeSH,D015465,"Leukemia, Myeloid, Accelerated Phase"
Symptom,"leukemia, myeloid, chronic, atypical, bcr-abl negative",MeSH,D054438,"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative"
Symptom,"leukemia, myeloid, chronic-phase",MeSH,D015466,"Leukemia, Myeloid, Chronic-Phase"
Symptom,"leukemia, myelomonocytic, chronic",MeSH,D015477,"Leukemia, Myelomonocytic, Chronic"
Symptom,"leukemia, neutrophilic, chronic",MeSH,D015467,"Leukemia, Neutrophilic, Chronic"
Symptom,leukemic infiltration,MeSH,D017254,Leukemic Infiltration
Symptom,leukoaraiosis,MeSH,D049292,Leukoaraiosis
Symptom,leukocytosis,MeSH,D007964,Leukocytosis
Symptom,leukoplakia,MeSH,D007971,Leukoplakia
Symptom,"leukoplakia, hairy",MeSH,D017733,"Leukoplakia, Hairy"
Symptom,"leukoplakia, oral",MeSH,D007972,"Leukoplakia, Oral"
Symptom,lithiasis,MeSH,D020347,Lithiasis
Symptom,livedo reticularis,MeSH,D054068,Livedo Reticularis
Symptom,liver cirrhosis,MeSH,D008103,Liver Cirrhosis
Symptom,"liver cirrhosis, alcoholic",MeSH,D008104,"Liver Cirrhosis, Alcoholic"
Symptom,"liver cirrhosis, biliary",MeSH,D008105,"Liver Cirrhosis, Biliary"
Symptom,"liver cirrhosis, experimental",MeSH,D008106,"Liver Cirrhosis, Experimental"
Symptom,locked-in syndrome,MeSH,D000080422,Locked-In Syndrome
Symptom,long qt syndrome,MeSH,D008133,Long QT Syndrome
Symptom,long term adverse effects,MeSH,D000069451,Long Term Adverse Effects
Symptom,loose anagen hair syndrome,MeSH,D058247,Loose Anagen Hair Syndrome
Symptom,low anterior resection syndrome,MeSH,D000094123,Low Anterior Resection Syndrome
Symptom,low back pain,MeSH,D017116,Low Back Pain
Symptom,lower urinary tract symptoms,MeSH,D059411,Lower Urinary Tract Symptoms
Symptom,lymphatic metastasis,MeSH,D008207,Lymphatic Metastasis
Symptom,minoca,MeSH,D000088442,MINOCA
Symptom,malacoplakia,MeSH,D008287,Malacoplakia
Symptom,malignant hyperthermia,MeSH,D008305,Malignant Hyperthermia
Symptom,mania,MeSH,D000087122,Mania
Symptom,margins of excision,MeSH,D000072662,Margins of Excision
Symptom,mastodynia,MeSH,D059373,Mastodynia
Symptom,maternal death,MeSH,D063130,Maternal Death
Symptom,meckel diverticulum,MeSH,D008467,Meckel Diverticulum
Symptom,mediastinal emphysema,MeSH,D008478,Mediastinal Emphysema
Symptom,medically unexplained symptoms,MeSH,D000071896,Medically Unexplained Symptoms
Symptom,melena,MeSH,D008551,Melena
Symptom,memory disorders,MeSH,D008569,Memory Disorders
Symptom,meningism,MeSH,D008580,Meningism
Symptom,meningocele,MeSH,D008588,Meningocele
Symptom,menorrhagia,MeSH,D008595,Menorrhagia
Symptom,menstruation disturbances,MeSH,D008599,Menstruation Disturbances
Symptom,mental fatigue,MeSH,D005222,Mental Fatigue
Symptom,metaplasia,MeSH,D008679,Metaplasia
Symptom,metatarsalgia,MeSH,D037061,Metatarsalgia
Symptom,metrorrhagia,MeSH,D008796,Metrorrhagia
Symptom,"micronuclei, chromosome-defective",MeSH,D048629,"Micronuclei, Chromosome-Defective"
Symptom,microsatellite instability,MeSH,D053842,Microsatellite Instability
Symptom,microvascular rarefaction,MeSH,D000073436,Microvascular Rarefaction
Symptom,miosis,MeSH,D015877,Miosis
Symptom,mobility limitation,MeSH,D051346,Mobility Limitation
Symptom,monosomy,MeSH,D009006,Monosomy
Symptom,morning sickness,MeSH,D048968,Morning Sickness
Symptom,morphological and microscopic findings,MeSH,D065308,Morphological and Microscopic Findings
Symptom,morton neuroma,MeSH,D000070607,Morton Neuroma
Symptom,motion sickness,MeSH,D009041,Motion Sickness
Symptom,mouth breathing,MeSH,D009058,Mouth Breathing
Symptom,multiple chronic conditions,MeSH,D000071069,Multiple Chronic Conditions
Symptom,multiple organ failure,MeSH,D009102,Multiple Organ Failure
Symptom,"multiple sclerosis, chronic progressive",MeSH,D020528,"Multiple Sclerosis, Chronic Progressive"
Symptom,muscle cramp,MeSH,D009120,Muscle Cramp
Symptom,muscle hypertonia,MeSH,D009122,Muscle Hypertonia
Symptom,muscle hypotonia,MeSH,D009123,Muscle Hypotonia
Symptom,muscle rigidity,MeSH,D009127,Muscle Rigidity
Symptom,muscle spasticity,MeSH,D009128,Muscle Spasticity
Symptom,muscle weakness,MeSH,D018908,Muscle Weakness
Symptom,muscular atrophy,MeSH,D009133,Muscular Atrophy
Symptom,musculoskeletal pain,MeSH,D059352,Musculoskeletal Pain
Symptom,mutism,MeSH,D009155,Mutism
Symptom,myalgia,MeSH,D063806,Myalgia
Symptom,myocardial infarction,MeSH,D009203,Myocardial Infarction
Symptom,myocardial reperfusion injury,MeSH,D015428,Myocardial Reperfusion Injury
Symptom,myocardial stunning,MeSH,D017682,Myocardial Stunning
Symptom,myoclonus,MeSH,D009207,Myoclonus
Symptom,myokymia,MeSH,D020385,Myokymia
Symptom,myotonia,MeSH,D009222,Myotonia
Symptom,myotoxicity,MeSH,D000081030,Myotoxicity
Symptom,"nails, malformed",MeSH,D009264,"Nails, Malformed"
Symptom,nasal polyps,MeSH,D009298,Nasal Polyps
Symptom,neck pain,MeSH,D019547,Neck Pain
Symptom,necrobiotic xanthogranuloma,MeSH,D058252,Necrobiotic Xanthogranuloma
Symptom,necrolytic migratory erythema,MeSH,D058568,Necrolytic Migratory Erythema
Symptom,necrosis,MeSH,D009336,Necrosis
Symptom,neglected diseases,MeSH,D058069,Neglected Diseases
Symptom,neointima,MeSH,D058426,Neointima
Symptom,neonatal sepsis,MeSH,D000071074,Neonatal Sepsis
Symptom,neoplasm invasiveness,MeSH,D009361,Neoplasm Invasiveness
Symptom,neoplasm metastasis,MeSH,D009362,Neoplasm Metastasis
Symptom,neoplasm micrometastasis,MeSH,D061206,Neoplasm Micrometastasis
Symptom,"neoplasm recurrence, local",MeSH,D009364,"Neoplasm Recurrence, Local"
Symptom,"neoplasm regression, spontaneous",MeSH,D009365,"Neoplasm Regression, Spontaneous"
Symptom,neoplasm seeding,MeSH,D009366,Neoplasm Seeding
Symptom,"neoplasm, residual",MeSH,D018365,"Neoplasm, Residual"
Symptom,"neoplasms, unknown primary",MeSH,D009382,"Neoplasms, Unknown Primary"
Symptom,"neoplastic cells, circulating",MeSH,D009360,"Neoplastic Cells, Circulating"
Symptom,neoplastic processes,MeSH,D009385,Neoplastic Processes
Symptom,"neovascularization, pathologic",MeSH,D009389,"Neovascularization, Pathologic"
Symptom,nephrogenic fibrosing dermopathy,MeSH,D054989,Nephrogenic Fibrosing Dermopathy
Symptom,nerve degeneration,MeSH,D009410,Nerve Degeneration
Symptom,neuralgia,MeSH,D009437,Neuralgia
Symptom,"neuralgia, postherpetic",MeSH,D051474,"Neuralgia, Postherpetic"
Symptom,neurobehavioral manifestations,MeSH,D019954,Neurobehavioral Manifestations
Symptom,neurogenic inflammation,MeSH,D020078,Neurogenic Inflammation
Symptom,neuroinflammatory diseases,MeSH,D000090862,Neuroinflammatory Diseases
Symptom,neurologic manifestations,MeSH,D009461,Neurologic Manifestations
Symptom,neuromuscular manifestations,MeSH,D020879,Neuromuscular Manifestations
Symptom,no-reflow phenomenon,MeSH,D054318,No-Reflow Phenomenon
Symptom,nociceptive pain,MeSH,D059226,Nociceptive Pain
Symptom,nociplastic pain,MeSH,D000098653,Nociplastic Pain
Symptom,nocturia,MeSH,D053158,Nocturia
Symptom,non-st elevated myocardial infarction,MeSH,D000072658,Non-ST Elevated Myocardial Infarction
Symptom,noncommunicable diseases,MeSH,D000073296,Noncommunicable Diseases
Symptom,"nondisjunction, genetic",MeSH,D009630,"Nondisjunction, Genetic"
Symptom,obesity,MeSH,D009765,Obesity
Symptom,"obesity, abdominal",MeSH,D056128,"Obesity, Abdominal"
Symptom,"obesity, metabolically benign",MeSH,D000067329,"Obesity, Metabolically Benign"
Symptom,"obesity, morbid",MeSH,D009767,"Obesity, Morbid"
Symptom,ochronosis,MeSH,D009794,Ochronosis
Symptom,olfaction disorders,MeSH,D000857,Olfaction Disorders
Symptom,oligomenorrhea,MeSH,D009839,Oligomenorrhea
Symptom,oliguria,MeSH,D009846,Oliguria
Symptom,oncogene addiction,MeSH,D000074723,Oncogene Addiction
Symptom,ophthalmoplegia,MeSH,D009886,Ophthalmoplegia
Symptom,"ophthalmoplegia, chronic progressive external",MeSH,D017246,"Ophthalmoplegia, Chronic Progressive External"
Symptom,ophthalmoplegic migraine,MeSH,D060486,Ophthalmoplegic Migraine
Symptom,opioid-induced constipation,MeSH,D000079689,Opioid-Induced Constipation
Symptom,oral fistula,MeSH,D016155,Oral Fistula
Symptom,oral hemorrhage,MeSH,D006472,Oral Hemorrhage
Symptom,oral manifestations,MeSH,D009912,Oral Manifestations
Symptom,oroantral fistula,MeSH,D009957,Oroantral Fistula
Symptom,orthostatic intolerance,MeSH,D054971,Orthostatic Intolerance
Symptom,ossification of posterior longitudinal ligament,MeSH,D017887,Ossification of Posterior Longitudinal Ligament
Symptom,"ossification, heterotopic",MeSH,D009999,"Ossification, Heterotopic"
Symptom,osteonecrosis,MeSH,D010020,Osteonecrosis
Symptom,ototoxicity,MeSH,D000081015,Ototoxicity
Symptom,ovarian torsion,MeSH,D000082843,Ovarian Torsion
Symptom,overtraining syndrome,MeSH,D000095027,Overtraining Syndrome
Symptom,overweight,MeSH,D050177,Overweight
Symptom,pain,MeSH,D010146,Pain
Symptom,pallor,MeSH,D010167,Pallor
Symptom,pancreatic fistula,MeSH,D010185,Pancreatic Fistula
Symptom,"pancreatitis, chronic",MeSH,D050500,"Pancreatitis, Chronic"
Symptom,papillomavirus infections,MeSH,D030361,Papillomavirus Infections
Symptom,paraduodenal hernia,MeSH,D000082123,Paraduodenal Hernia
Symptom,paralysis,MeSH,D010243,Paralysis
Symptom,paraparesis,MeSH,D020335,Paraparesis
Symptom,"paraparesis, spastic",MeSH,D020336,"Paraparesis, Spastic"
Symptom,paraplegia,MeSH,D010264,Paraplegia
Symptom,parasitemia,MeSH,D018512,Parasitemia
Symptom,parasystole,MeSH,D017574,Parasystole
Symptom,parental death,MeSH,D063129,Parental Death
Symptom,paresis,MeSH,D010291,Paresis
Symptom,paresthesia,MeSH,D010292,Paresthesia
Symptom,parovarian cyst,MeSH,D010310,Parovarian Cyst
Symptom,paternal death,MeSH,D000098829,Paternal Death
Symptom,pathologic complete response,MeSH,D000095384,Pathologic Complete Response
Symptom,pathologic processes,MeSH,D010335,Pathologic Processes
Symptom,"pathological conditions, anatomical",MeSH,D020763,"Pathological Conditions, Anatomical"
Symptom,"pathological conditions, signs and symptoms",MeSH,D013568,"Pathological Conditions, Signs and Symptoms"
Symptom,patient-ventilator asynchrony,MeSH,D000097742,Patient-Ventilator Asynchrony
Symptom,pediatric obesity,MeSH,D063766,Pediatric Obesity
Symptom,pelvic girdle pain,MeSH,D059388,Pelvic Girdle Pain
Symptom,pelvic organ prolapse,MeSH,D056887,Pelvic Organ Prolapse
Symptom,pelvic pain,MeSH,D017699,Pelvic Pain
Symptom,peptic ulcer hemorrhage,MeSH,D010438,Peptic Ulcer Hemorrhage
Symptom,perceptual disorders,MeSH,D010468,Perceptual Disorders
Symptom,perilymphatic fistula,MeSH,D000099103,Perilymphatic Fistula
Symptom,perinatal death,MeSH,D066087,Perinatal Death
Symptom,peritoneal fibrosis,MeSH,D056627,Peritoneal Fibrosis
Symptom,persistent infection,MeSH,D000088562,Persistent Infection
Symptom,persistent postural-perceptual dizziness,MeSH,D000099102,Persistent Postural-Perceptual Dizziness
Symptom,persistent vegetative state,MeSH,D018458,Persistent Vegetative State
Symptom,phantom limb,MeSH,D010591,Phantom Limb
Symptom,philadelphia chromosome,MeSH,D010677,Philadelphia Chromosome
Symptom,photophobia,MeSH,D020795,Photophobia
Symptom,pica,MeSH,D010842,Pica
Symptom,pigmentation disorders,MeSH,D010859,Pigmentation Disorders
Symptom,piriformis muscle syndrome,MeSH,D055958,Piriformis Muscle Syndrome
Symptom,"plaque, amyloid",MeSH,D058225,"Plaque, Amyloid"
Symptom,"plaque, atherosclerotic",MeSH,D058226,"Plaque, Atherosclerotic"
Symptom,platypnea orthodeoxia syndrome,MeSH,D000092129,Platypnea Orthodeoxia Syndrome
Symptom,"pneumonia, ventilator-associated",MeSH,D053717,"Pneumonia, Ventilator-Associated"
Symptom,polydipsia,MeSH,D059606,Polydipsia
Symptom,"polydipsia, psychogenic",MeSH,D059607,"Polydipsia, Psychogenic"
Symptom,polymorphic catecholaminergic ventricular tachycardia,MeSH,D000098850,Polymorphic Catecholaminergic Ventricular Tachycardia
Symptom,polyploidy,MeSH,D011123,Polyploidy
Symptom,polypoidal choroidal vasculopathy,MeSH,D000092342,Polypoidal Choroidal Vasculopathy
Symptom,polyps,MeSH,D011127,Polyps
Symptom,"polyradiculoneuropathy, chronic inflammatory demyelinating",MeSH,D020277,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating"
Symptom,polyuria,MeSH,D011141,Polyuria
Symptom,post-acute covid-19 syndrome,MeSH,D000094024,Post-Acute COVID-19 Syndrome
Symptom,post-cardiac arrest syndrome,MeSH,D000080942,Post-Cardiac Arrest Syndrome
Symptom,post-infectious disorders,MeSH,D000094025,Post-Infectious Disorders
Symptom,post-lyme disease syndrome,MeSH,D000077342,Post-Lyme Disease Syndrome
Symptom,postcholecystectomy syndrome,MeSH,D017562,Postcholecystectomy Syndrome
Symptom,postgastrectomy syndromes,MeSH,D011178,Postgastrectomy Syndromes
Symptom,postmortem changes,MeSH,D011180,Postmortem Changes
Symptom,postoperative cognitive complications,MeSH,D000079690,Postoperative Cognitive Complications
